"","COLLISION_TYPE","FATAL_OR_MAJ_INJ","DAY_OF_WEEK","CRASH_MONTH","CELL_PHONE","IMPAIRED_DRIVER","FATIGUE_ASLEEP","SPEEDING_RELATED","WEATHER","SPEED_LIMIT","DEC_LAT","DEC_LONG"
"10998","Head-on",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.47880173,-79.94029999
"10999","Hit pedestrian",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.43830109,-79.98829651
"11000","Sideswipe (same dir.)",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43080139,-79.87329865
"11001","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.41159821,-80.06839752
"11002","Rear-end",FALSE,"Saturday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.52619934,-80.15820313
"11003","Other or Unkown",FALSE,"Monday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.46350098,-80.11129761
"11004","Other or Unkown",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.59429932,-79.90200043
"11005","Head-on",FALSE,"Wednesday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.45000076,-79.82700348
"11006","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45529938,-79.92220306
"11007","Rear-end",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.5080986,-80.08950043
"11008","Hit fixed object",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.35210037,-79.84490204
"11009","Hit pedestrian",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5951004,-79.97820282
"11010","Hit pedestrian",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40790176,-79.81960297
"11011","Angle",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.37540054,-79.98320007
"11012","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44670105,-80.06089783
"11013","Hit fixed object",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44139862,-80.04049683
"11014","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.63119888,-79.73130035
"11015","Hit fixed object",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46250153,-80.02960205
"11016","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39709854,-79.79750061
"11017","Head-on",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",20,40.42720032,-79.97640228
"11018","Rear-end",FALSE,"Friday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.54800034,-80.0632019
"11019","Hit pedestrian",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.41049957,-79.85099792
"11020","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.47869873,-80.0428009
"11021","Angle",TRUE,"Saturday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.4294014,-80.13300323
"11022","Rear-end",FALSE,"Sunday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.4858017,-80.00849915
"11023","Rear-end",FALSE,"Monday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.44710159,-80.16600037
"11024","Hit fixed object",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.56990051,-80.0904007
"11025","Sideswipe (same dir.)",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.42169952,-79.73560333
"11026","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35350037,-79.83709717
"11027","Hit fixed object",TRUE,"Sunday",10,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39730072,-79.85849762
"11028","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.4129982,-80.00789642
"11029","Angle",FALSE,"Wednesday",11,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",35,40.40639877,-79.82679749
"11030","Hit pedestrian",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.49150085,-79.86589813
"11031","Head-on",TRUE,"Thursday",10,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.38359833,-79.82749939
"11032","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.43320084,-79.77559662
"11033","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35250092,-79.83830261
"11034","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35010147,-79.87339783
"11035","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.37659836,-80.09750366
"11036","Hit fixed object",FALSE,"Saturday",10,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.38010025,-79.89430237
"11037","Head-on",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.62810135,-80.02390289
"11038","Angle",FALSE,"Sunday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.6128006,-79.72229767
"11039","Angle",FALSE,"Thursday",11,FALSE,TRUE,FALSE,FALSE,"Rain",25,40.4353981,-80.0121994
"11040","Hit fixed object",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"Rain",25,40.45569992,-79.88169861
"11041","Rear-end",FALSE,"Saturday",10,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",40,40.44710159,-80.165802
"11042","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.4408989,-80.15640259
"11043","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.50680161,-79.98930359
"11044","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4109993,-80.00589752
"11045","Angle",FALSE,"Thursday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.46989822,-79.90859985
"11046","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.45569992,-80.19419861
"11047","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42490005,-79.98020172
"11048","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"Rain",40,40.51150131,-80.10089874
"11049","Sideswipe (same dir.)",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5237999,-80.07189941
"11050","Head-on",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.57089996,-80.00019836
"11051","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.29069901,-79.91329956
"11052","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"Rain",45,40.61600113,-80.09320068
"11053","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.46319962,-79.82409668
"11054","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51029968,-79.8789978
"11055","Head-on",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.48419952,-79.81929779
"11056","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38650131,-80.09230042
"11057","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.55289841,-80.10510254
"11058","Rear-end",FALSE,"Thursday",9,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.44039917,-80.08029938
"11059","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4557991,-79.96589661
"11060","Other or Unkown",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44820023,-79.98690033
"11061","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.47140121,-79.89160156
"11062","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45809937,-79.87590027
"11063","Rear-end",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.55699921,-80.01850128
"11064","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38750076,-80.05410004
"11065","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47090149,-80.06069946
"11066","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.36769867,-80.10430145
"11067","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.62319946,-79.92320251
"11068","Rear-end",FALSE,"Friday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",40,40.66730118,-80.0963974
"11069","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38090134,-79.81469727
"11070","Sideswipe (Opposite dir.)",FALSE,"Thursday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.38980103,-79.95459747
"11071","Hit fixed object",FALSE,"Thursday",11,FALSE,FALSE,TRUE,TRUE,"No adverse conditions",35,40.47299957,-79.83329773
"11072","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"Rain",55,40.4673996,-80.03540039
"11073","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.4292984,-79.99919891
"11074","Hit fixed object",FALSE,"Saturday",10,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.47159958,-80.05539703
"11075","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"Rain and fog",25,40.49810028,-79.94490051
"11076","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43870163,-80.01180267
"11077","Rear-end",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.44240189,-79.85669708
"11078","Other or Unkown",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.47269821,-80.21669769
"11079","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.52550125,-80.15640259
"11080","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46049881,-79.97029877
"11081","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"Other",35,40.59529877,-79.93499756
"11082","Angle",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.43809891,-80.0381012
"11083","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.47129822,-79.97419739
"11084","Hit pedestrian",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43799973,-79.92769623
"11085","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4496994,-80.02510071
"11086","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.54869843,-80.03700256
"11087","Head-on",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46409988,-79.96450043
"11088","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45209885,-79.93099976
"11089","Hit fixed object",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39279938,-80.08000183
"11090","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.41609955,-79.87930298
"11091","Sideswipe (same dir.)",FALSE,"Thursday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.3409996,-79.85780334
"11092","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4477005,-80.16429901
"11093","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.45750046,-79.91750336
"11094","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.43899918,-80.01550293
"11095","Head-on",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43740082,-79.97949982
"11096","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.48669815,-79.89230347
"11097","Hit pedestrian",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46080017,-79.88960266
"11098","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4197998,-79.93309784
"11099","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42630005,-79.96360016
"11100","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.35509872,-80.04920197
"11101","Angle",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"Rain",45,40.52339935,-80.17710114
"11102","Hit fixed object",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.50500107,-80.18810272
"11103","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.4878006,-80.18939972
"11104","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.50630188,-80.22309875
"11105","Rear-end",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.51309967,-80.22229767
"11106","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.54130173,-80.20210266
"11107","Sideswipe (Opposite dir.)",FALSE,"Thursday",11,FALSE,TRUE,TRUE,TRUE,"No adverse conditions",25,40.52360153,-79.83860016
"11108","Sideswipe (Opposite dir.)",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39419937,-80.02709961
"11109","Head-on",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45399857,-80.01450348
"11110","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.51869965,-80.26699829
"11111","Rear-end",FALSE,"Thursday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",40,40.55279922,-80.10690308
"11112","Hit pedestrian",TRUE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43799973,-79.9285965
"11113","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42950058,-79.98860168
"11114","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45859909,-79.84300232
"11115","Angle",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42020035,-80.00759888
"11116","Sideswipe (Opposite dir.)",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44540024,-79.99310303
"11117","Hit pedestrian",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44400024,-80.00270081
"11118","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.48270035,-80.02580261
"11119","Head-on",FALSE,"Saturday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.43450165,-79.91439819
"11120","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.44580078,-79.71379852
"11121","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.32770157,-80.06620026
"11122","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46250153,-80.01979828
"11123","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47840118,-80.0279007
"11124","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45059967,-79.93009949
"11125","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43780136,-79.99890137
"11126","Rear-end",FALSE,"Tuesday",10,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.36980057,-79.78440094
"11127","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.37799835,-80.06880188
"11128","Rear-end",FALSE,"Saturday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",NA,40.43989944,-80.21179962
"11129","Rear-end",FALSE,"Wednesday",10,FALSE,FALSE,FALSE,FALSE,"Rain",45,40.38470078,-79.82440186
"11130","Hit fixed object",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.63190079,-79.96009827
"11131","Hit pedestrian",TRUE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.37369919,-79.84480286
"11132","Hit pedestrian",FALSE,"Saturday",11,FALSE,FALSE,FALSE,TRUE,"Other",25,40.46409988,-79.82790375
"11133","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.46829987,-80.02079773
"11134","Hit fixed object",FALSE,"Wednesday",11,FALSE,TRUE,FALSE,FALSE,"Rain",25,40.32120132,-79.95829773
"11135","Other or Unkown",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.52999878,-79.78579712
"11136","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",15,40.44490051,-80.23989868
"11137","Angle",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.53860092,-79.83010101
"11138","Angle",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.34030151,-79.9382019
"11139","Other or Unkown",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.67250061,-80.08930206
"11140","Rear-end",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.42559814,-80.01959991
"11141","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.43000031,-79.998703
"11142","Angle",FALSE,"Saturday",11,FALSE,FALSE,FALSE,TRUE,"Rain",25,40.47880173,-79.84079742
"11143","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.43560028,-79.99490356
"11144","Rear-end",FALSE,"Friday",11,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",30,40.4477005,-79.93890381
"11145","Angle",FALSE,"Sunday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.40990067,-80.0161972
"11146","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42779922,-79.94069672
"11147","Rear-end",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4455986,-79.99859619
"11148","Hit fixed object",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.48059845,-79.8286972
"11149","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.47510147,-79.76799774
"11150","Hit fixed object",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.33359909,-79.95320129
"11151","Hit fixed object",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.47829819,-79.96769714
"11152","Sideswipe (Opposite dir.)",FALSE,"Sunday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.48199844,-79.94059753
"11153","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.49200058,-79.79260254
"11154","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.33259964,-79.99890137
"11155","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.50329971,-79.83959961
"11156","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47740173,-80.03649902
"11157","Angle",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.63359833,-79.93859863
"11158","Angle",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.53889847,-80.01159668
"11159","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.43889999,-79.76319885
"11160","Hit fixed object",FALSE,"Sunday",9,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",55,40.44449997,-79.77410126
"11161","Sideswipe (same dir.)",FALSE,"Thursday",10,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.50730133,-80.03800201
"11162","Rear-end",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.44070053,-80.15619659
"11163","Angle",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.52119827,-80.06539917
"11164","Hit fixed object",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.56499863,-80.08959961
"11165","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.45209885,-80.11129761
"11166","Angle",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.45999908,-79.92500305
"11167","Sideswipe (Opposite dir.)",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.45669937,-79.99720001
"11168","Sideswipe (Opposite dir.)",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.34949875,-79.98739624
"11169","Rear-end",FALSE,"Thursday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.34719849,-80.11319733
"11170","Sideswipe (Opposite dir.)",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43799973,-80.03739929
"11171","Rear-end",FALSE,"Sunday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.40359879,-80.04039764
"11172","Angle",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.48949814,-79.81990051
"11173","Head-on",FALSE,"Sunday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.45449829,-79.94670105
"11174","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.45940018,-79.90979767
"11175","Hit fixed object",FALSE,"Sunday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.46300125,-80.02079773
"11176","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.54750061,-80.0286026
"11177","Other or Unkown",FALSE,"Sunday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",45,40.44950104,-79.99859619
"11178","Sideswipe (same dir.)",FALSE,"Monday",11,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",25,40.34159851,-79.84480286
"11179","Hit fixed object",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.26380157,-79.81939697
"11180","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.38299942,-79.85739899
"11181","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51710129,-79.72660065
"11182","Hit fixed object",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40449905,-79.90319824
"11183","Sideswipe (same dir.)",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42990112,-79.92919922
"11184","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.28770065,-80.02529907
"11185","Hit fixed object",FALSE,"Sunday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.57189941,-80.03690338
"11186","Angle",FALSE,"Saturday",11,FALSE,TRUE,FALSE,FALSE,"Rain",25,40.44329834,-80.15850067
"11187","Rear-end",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44639969,-80.15249634
"11188","Rear-end",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.3885994,-80.08180237
"11189","Sideswipe (same dir.)",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45660019,-79.93969727
"11190","Sideswipe (same dir.)",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.44900131,-80.02159882
"11191","Angle",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43259811,-80.02999878
"11192","Rear-end",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.33599854,-79.8105011
"11193","Rear-end",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.33739853,-79.95059967
"11194","Sideswipe (same dir.)",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.60509872,-79.74790192
"11195","Hit fixed object",FALSE,"Monday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",15,40.66109848,-80.10050201
"11196","Other or Unkown",FALSE,"Monday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.52970123,-79.78919983
"11197","Hit fixed object",FALSE,"Tuesday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.38059998,-79.91169739
"11198","Angle",FALSE,"Sunday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38000107,-80.07219696
"11199","Hit fixed object",FALSE,"Friday",11,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",30,40.3390007,-79.8588028
"11200","Hit fixed object",FALSE,"Wednesday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.42499924,-80.11799622
"11201","Hit fixed object",FALSE,"Friday",11,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.51160049,-80.13529968
"11202","Rear-end",FALSE,"Friday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43080139,-80.02680206
"11203","Rear-end",FALSE,"Saturday",11,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43289948,-79.87049866
