"","COLLISION_TYPE","FATAL_OR_MAJ_INJ","DAY_OF_WEEK","CRASH_MONTH","CELL_PHONE","IMPAIRED_DRIVER","FATIGUE_ASLEEP","SPEEDING_RELATED","WEATHER","SPEED_LIMIT","DEC_LAT","DEC_LONG"
"1907","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.42589951,-79.95379639
"1908","Hit fixed object",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.59960175,-79.75659943
"1909","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45869827,-79.99829865
"1910","Head-on",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.48260117,-80.03780365
"1911","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.49969864,-79.88359833
"1912","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Other",35,40.51779938,-79.9437027
"1913","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.39889908,-80.02539825
"1914","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44079971,-79.94819641
"1915","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.49160004,-80.061203
"1916","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4219017,-79.92880249
"1917","Head-on",FALSE,"Wednesday",2,TRUE,FALSE,FALSE,FALSE,"Other",25,40.48820114,-79.92990112
"1918","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.35419846,-79.82440186
"1919","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.36050034,-79.90769958
"1920","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.53850174,-79.96240234
"1921","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",NA,40.4538002,-79.99569702
"1922","Sideswipe (Opposite dir.)",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.34339905,-80.14880371
"1923","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.41630173,-80.01309967
"1924","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.45330048,-80.21289825
"1925","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.48860168,-79.8010025
"1926","Hit pedestrian",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45840073,-79.89710236
"1927","Rear-end",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.44409943,-80.02809906
"1928","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.44990158,-79.82759857
"1929","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44779968,-79.93730164
"1930","Hit fixed object",FALSE,"Monday",2,FALSE,TRUE,FALSE,TRUE,"Snow",30,40.34189987,-79.87210083
"1931","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.53850174,-79.83989716
"1932","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Other",35,40.4109993,-80.01339722
"1933","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.44459915,-79.98999786
"1934","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.41249847,-79.97709656
"1935","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.46549988,-80.0338974
"1936","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",15,40.46580124,-80.06349945
"1937","Sideswipe (same dir.)",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44260025,-79.99919891
"1938","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.61719894,-79.86820221
"1939","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.55170059,-80.09369659
"1940","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.28030014,-79.99320221
"1941","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",NA,40.41730118,-79.96769714
"1942","Sideswipe (Opposite dir.)",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.6283989,-79.93190002
"1943","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.56209946,-79.7736969
"1944","Sideswipe (same dir.)",TRUE,"Tuesday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.39550018,-79.83869934
"1945","Sideswipe (Opposite dir.)",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Other",25,40.42470169,-79.9897995
"1946","Sideswipe (Opposite dir.)",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"Other",25,40.42419815,-79.97779846
"1947","Hit fixed object",FALSE,"Thursday",2,FALSE,TRUE,FALSE,FALSE,"Snow",35,40.55780029,-79.97589874
"1948","Hit fixed object",FALSE,"Thursday",2,FALSE,TRUE,FALSE,TRUE,"Snow",40,40.55820084,-79.95899963
"1949","Rear-end",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.62960052,-79.71759796
"1950","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.43320084,-80.14150238
"1951","Rear-end",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.4355011,-79.97859955
"1952","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.51710129,-80.12650299
"1953","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.52209854,-80.21749878
"1954","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.33420181,-79.89009857
"1955","Head-on",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"Rain",25,40.39799881,-80.18579865
"1956","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.57749939,-79.95420074
"1957","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"Snow",30,40.5447998,-80.03949738
"1958","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.41460037,-80.00939941
"1959","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Snow",NA,40.48130035,-79.94930267
"1960","Non collision",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.35010147,-79.8730011
"1961","Head-on",FALSE,"Wednesday",2,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",35,40.54460144,-80.0358963
"1962","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Unkown",25,40.46009827,-79.92810059
"1963","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.41529846,-80.04329681
"1964","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",50,40.57210159,-80.02349854
"1965","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.33879852,-80.05149841
"1966","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.34830093,-80.01730347
"1967","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.30739975,-80.03510284
"1968","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.32630157,-80.03209686
"1969","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.42409897,-79.98629761
"1970","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.46099854,-79.98290253
"1971","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.3429985,-79.96399689
"1972","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43360138,-79.92749786
"1973","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Other",25,40.39649963,-79.99829865
"1974","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.45130157,-79.92019653
"1975","Non collision",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.43000031,-80.03959656
"1976","Hit fixed object",FALSE,"Wednesday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.42580032,-80.01979828
"1977","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.41569901,-80.02510071
"1978","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.40819931,-79.91210175
"1979","Head-on",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4654007,-79.82080078
"1980","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.43690109,-79.75839996
"1981","Sideswipe (same dir.)",FALSE,"Thursday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.46640015,-79.82309723
"1982","Sideswipe (same dir.)",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",55,40.42070007,-80.10440063
"1983","Hit fixed object",FALSE,"Sunday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",55,40.44200134,-79.7983017
"1984","Rear-end",FALSE,"Tuesday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",55,40.49269867,-79.8973999
"1985","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",15,40.43479919,-79.77400208
"1986","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.43889999,-79.76049805
"1987","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.46709824,-79.99890137
"1988","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39170074,-80.04930115
"1989","Head-on",TRUE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.36270142,-80.04669952
"1990","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.35520172,-80.05020142
"1991","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.39390182,-80.0463028
"1992","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.36940002,-80.03050232
"1993","Rear-end",FALSE,"Sunday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.37039948,-80.03199768
"1994","Hit fixed object",FALSE,"Wednesday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.38909912,-80.02850342
"1995","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.36619949,-80.07129669
"1996","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.54320145,-80.20809937
"1997","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.5019989,-80.22190094
"1998","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.52460098,-80.17970276
"1999","Hit fixed object",TRUE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42890167,-79.94509888
"2000","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.56880188,-79.79699707
"2001","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.37810135,-80.11170197
"2002","Head-on",TRUE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.52840042,-79.80490112
"2003","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Other",25,40.3783989,-79.98970032
"2004","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.61470032,-79.9016037
"2005","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.60189819,-79.75730133
"2006","Angle",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.40370178,-79.90910339
"2007","Sideswipe (Opposite dir.)",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.60680008,-79.93689728
"2008","Rear-end",FALSE,"Thursday",2,FALSE,TRUE,FALSE,FALSE,"Other",35,40.50559998,-80.0082016
"2009","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51200104,-79.78859711
"2010","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.43600082,-79.99900055
"2011","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.45100021,-80.02760315
"2012","Head-on",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.42720032,-79.98220062
"2013","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.44940186,-80.02490234
"2014","Hit fixed object",FALSE,"Friday",2,FALSE,TRUE,FALSE,FALSE,"Snow",25,40.42639923,-80.00910187
"2015","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.42599869,-80.28099823
"2016","Hit fixed object",FALSE,"Friday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",40,40.34080124,-79.91519928
"2017","Rear-end",FALSE,"Thursday",2,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",35,40.41450119,-80.0094986
"2018","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.5644989,-79.938797
"2019","Hit fixed object",TRUE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.48239899,-79.86920166
"2020","Hit fixed object",FALSE,"Friday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.45800018,-80.06780243
"2021","Sideswipe (same dir.)",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42509842,-80.03079987
"2022","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.55160141,-80.08679962
"2023","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",65,40.51720047,-80.27670288
"2024","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"Other",40,40.43989944,-80.03230286
"2025","Hit fixed object",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.34550095,-79.959198
"2026","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.36410141,-80.04789734
"2027","Angle",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38150024,-80.04940033
"2028","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.35589981,-80.040802
"2029","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.38489914,-80.05339813
"2030","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39170074,-80.04930115
"2031","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.51269913,-80.19979858
"2032","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",15,40.36199951,-80.01119995
"2033","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.5141983,-80.15769958
"2034","Angle",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.51440048,-80.15309906
"2035","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.39590073,-79.77210236
"2036","Rear-end",FALSE,"Sunday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",40,40.43289948,-79.79910278
"2037","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.42710114,-79.90699768
"2038","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44609833,-79.85230255
"2039","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.55289841,-80.10510254
"2040","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"Other",35,40.45240021,-79.97470093
"2041","Angle",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.40869904,-79.7609024
"2042","Rear-end",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"Other",45,40.61579895,-80.09369659
"2043","Sideswipe (same dir.)",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.57889938,-79.95310211
"2044","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45610046,-79.99169922
"2045","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.62319946,-79.92310333
"2046","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44169998,-79.99259949
"2047","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.60449982,-80.03600311
"2048","Sideswipe (same dir.)",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.53590012,-80.01080322
"2049","Sideswipe (Opposite dir.)",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.41239929,-79.80950165
"2050","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34590149,-80.05699921
"2051","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40950012,-80.08029938
"2052","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44169998,-80.03530121
"2053","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44290161,-79.77300262
"2054","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.48789978,-80.01390076
"2055","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40200043,-80.00060272
"2056","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.45569992,-79.71029663
"2057","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34840012,-79.94480133
"2058","Hit fixed object",FALSE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.56679916,-80.0440979
"2059","Sideswipe (same dir.)",FALSE,"Friday",2,FALSE,FALSE,TRUE,FALSE,"No adverse conditions",25,40.3891983,-79.98539734
"2060","Head-on",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.49309921,-80.06189728
"2061","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.42660141,-80.0727005
"2062","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.43759918,-79.77010345
"2063","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.38700104,-79.98410034
"2064","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.46110153,-79.8239975
"2065","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.46480179,-79.8286972
"2066","Sideswipe (same dir.)",FALSE,"Monday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.44039917,-79.96029663
"2067","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.43019867,-80.06439972
"2068","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.63140106,-79.98819733
"2069","Head-on",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.43569946,-79.96219635
"2070","Non collision",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45800018,-79.84300232
"2071","Hit fixed object",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.34759903,-79.93910217
"2072","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"Other",30,40.39989853,-79.93589783
"2073","Rear-end",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.50370026,-80.08129883
"2074","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4117012,-80.00959778
"2075","Rear-end",FALSE,"Wednesday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.44990158,-79.88430023
"2076","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.42290115,-80.06710052
"2077","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45709991,-79.82730103
"2078","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.44889832,-80.0007019
"2079","Angle",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4408989,-79.92780304
"2080","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.39239883,-79.93450165
"2081","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.62400055,-80.05370331
"2082","Hit fixed object",FALSE,"Saturday",2,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.43899918,-80.01550293
"2083","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.42919922,-80.02870178
"2084","Rear-end",FALSE,"Tuesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.35960007,-80.02870178
"2085","Rear-end",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.41379929,-80.063797
"2086","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",65,40.55450058,-79.84059906
"2087","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.58259964,-79.82559967
"2088","Sideswipe (Opposite dir.)",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.47719955,-79.74440002
"2089","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,TRUE,"Other",25,40.45930099,-79.94779968
"2090","Head-on",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.41569901,-79.99269867
"2091","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",30,40.32080078,-80.07109833
"2092","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.50189972,-79.81259918
"2093","Head-on",FALSE,"Sunday",2,FALSE,FALSE,FALSE,FALSE,"Snow",30,40.36209869,-79.86270142
"2094","Angle",FALSE,"Monday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51850128,-79.99279785
"2095","Hit fixed object",FALSE,"Thursday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.50709915,-80.04789734
"2096","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.53110123,-79.87339783
"2097","Hit fixed object",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"Other",35,40.48789978,-79.92030334
"2098","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.35589981,-79.89790344
"2099","Angle",FALSE,"Friday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.56890106,-80.1713028
"2100","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.40510178,-80.0381012
"2101","Angle",TRUE,"Wednesday",2,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.33250046,-79.93379974
"2102","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44520187,-79.93029785
"2103","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.45550156,-80.02940369
"2104","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.26890182,-79.81569672
"2105","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.42359924,-80.02950287
"2106","Angle",FALSE,"Saturday",2,FALSE,TRUE,FALSE,FALSE,"Snow",25,40.4836998,-80.01300049
"2107","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.20600128,-79.85800171
"2108","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.49219894,-79.81169891
"2109","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.48820114,-80.2940979
"2110","Non collision",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.65449905,-79.8946991
"2111","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Rain",55,40.48379898,-80.00810242
"2112","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.46020126,-79.71959686
"2113","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.5143013,-79.80570221
"2114","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.457901,-80.06749725
"2115","Hit fixed object",FALSE,"Saturday",2,FALSE,FALSE,FALSE,TRUE,"Snow",45,NA,NA
